brand,supplier_ref,normalized_ref,name,normalized_name,category,image_url,pdf_url,source_url
orkli,V-01121,V01121,V.PRESION DIFERENCIAL Componentes de,v.presion diferencial componentes de,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-02070,V02070,ADAPTADOR M30x1.5 CABEZA,adaptador m30x1.5 cabeza,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-02214,V02214,ADAPTADOR M28x1 CABEZA TERMOELECTRICA Suelo Radiante,adaptador m28x1 cabeza termoelectrica suelo radiante,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-04226,V04226,"ACC.EUROCONO T.PER D16x1,8 Suelo Radiante","acc.eurocono t.per d16x1,8 suelo radiante",radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-04227,V04227,"ACC.EUROCONO T.PEX/PER D20x1,9 Suelo Radiante","acc.eurocono t.pex/per d20x1,9 suelo radiante",radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-04228,V04228,ACC.EUROCONO T.MULTI D16x2 Suelo Radiante,acc.eurocono t.multi d16x2 suelo radiante,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-05001,V05001,CAB.TERMOELECTRICA NC230V.M30x1.5 C/MIC Suelo Radiante,cab.termoelectrica nc230v.m30x1.5 c/mic suelo radiante,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-14644,V14644,REPUESTO GRAPAS UNIÓN MÓDULOS,repuesto grapas union modulos,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-14645,V14645,REPUESTO TERMÓMETRO COLECTOR,repuesto termometro colector,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-14827,V14827,"REPUESTO GRAPAS UNIÓN TOMA RC, ATM,","repuesto grapas union toma rc, atm,",radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-00625,V00625,DEPOSITO ADICIONAL DRAIN Sistemas Solares GHS - Grupos,deposito adicional drain sistemas solares ghs - grupos,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-10474,V10474,ESTRUCTURA TERRAZA PLANA Sistemas Solares OKSOL - Sistema Oksol,estructura terraza plana sistemas solares oksol - sistema oksol,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-10857,V10857,RESISTENCIA OPCIONAL PARA,resistencia opcional para,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-10877,V10877,RESISTENCIA OPCIONAL PARA,resistencia opcional para,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-11710,V11710,ESTRUCTURA TEJADO INCLINADO Sistemas Solares OKSOL - Sistema Oksol,estructura tejado inclinado sistemas solares oksol - sistema oksol,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,D-7075,D7075,"PURGA.BOYA ANG.1""DERCH Componentes de radiador ACV - Resto componentes","purga.boya ang.1""derch componentes de radiador acv - resto componentes",radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,D-7076,D7076,"PURG.BOYA ANG.1""IZQUI Componentes de radiador ACV - Resto componentes","purg.boya ang.1""izqui componentes de radiador acv - resto componentes",radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-12236,E12236,SIFON PARA G.SEGURIDAD Otras familias PDR - Recambio,sifon para g.seguridad otras familias pdr - recambio,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-13062,E13062,RACORD ADAPTADOR Componentes de radiador ACC - Accesorios de unión,racord adaptador componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-13643,E13643,"AC.ALUM.D20x2,25 Componentes de radiador ACC - Accesorios de unión","ac.alum.d20x2,25 componentes de radiador acc - accesorios de union",radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-13667,E13667,AC.ALUM.D18x2 Componentes de radiador ACC - Accesorios de unión,ac.alum.d18x2 componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-13670,E13670,AC.ALUM.D20x2 Componentes de radiador ACC - Accesorios de unión,ac.alum.d20x2 componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-13727,E13727,ACCESORIO MULTICAPA Ø16x2 Componentes de radiador ACC - Accesorios de unión,accesorio multicapa ø16x2 componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-13768,E13768,ACC.T.PER D16x2 Componentes de radiador ACC - Accesorios de unión,acc.t.per d16x2 componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-13816,E13816,ACC.PB Ø15x1.7 Componentes de radiador ACC - Accesorios de unión,acc.pb ø15x1.7 componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-14133,E14133,ANTIRROBO CAB.TERMOSTÁTICA BL Componentes de radiador CTE - Cabezas,antirrobo cab.termostatica bl componentes de radiador cte - cabezas,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-15700,E157,ACC.PER/PEX/PB Ø16x1.8 Componentes de radiador ACC - Accesorios de unión,acc.per/pex/pb ø16x1.8 componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-18873,E18873,ACC.T.PER D20x1.9 Componentes de radiador ACC - Accesorios de unión,acc.t.per d20x1.9 componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-19733,E19733,MANGUITO TELESCOPICO Componentes de radiador ACV - Resto componentes,manguito telescopico componentes de radiador acv - resto componentes,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-19863-00,E19863,PUENTE DE INSTALACION EMP. Componentes de radiador ACC - Accesorios de unión,puente de instalacion emp. componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-20185,E20185,"MANGUITO TELESCOPICO 1/2""-3/8"" Componentes de radiador ACV - Resto componentes","manguito telescopico 1/2""-3/8"" componentes de radiador acv - resto componentes",radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-22769,E22769,TAPON INSTALACIONES BITUBO Componentes de radiador ACV - Resto componentes,tapon instalaciones bitubo componentes de radiador acv - resto componentes,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-23859,E23859,RACORD ADAPTADOR M24x1.5-6g Componentes de radiador ACC - Accesorios de unión,racord adaptador m24x1.5-6g componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-5135,E5135,ACCE.N.TUBO COBRE.D12 Componentes de radiador ACC - Accesorios de unión,acce.n.tubo cobre.d12 componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-5137,E5137,ACCE.N.TUBO COBRE D14 Componentes de radiador ACC - Accesorios de unión,acce.n.tubo cobre d14 componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-5139,E5139,ACCESORIO TUBO COBRE D.15 Componentes de radiador ACC - Accesorios de unión,accesorio tubo cobre d.15 componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-5141,E5141,ACCE.N.TUBO COBRE D16 Componentes de radiador ACC - Accesorios de unión,acce.n.tubo cobre d16 componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-5427,E5427,ACCE.N.TUBO COBRE D18 Componentes de radiador ACC - Accesorios de unión,acce.n.tubo cobre d18 componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,E-6616,E6616,ANTIROBO TERMOSTATICA NEGRO Componentes de radiador CTE - Cabezas,antirobo termostatica negro componentes de radiador cte - cabezas,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-00564,V00564,RACORD DECOLETAJE M24x1.5 Componentes de radiador ACC - Accesorios de unión,racord decoletaje m24x1.5 componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-01030,V01030,Accesorio tubo multicapa 16x2 Componentes de radiador ACC - Accesorios de unión,accesorio tubo multicapa 16x2 componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-06277,V06277,PURGADOR COLECTOR MACHO Componentes de radiador PGD - PURGADORES,purgador colector macho componentes de radiador pgd - purgadores,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-06313,V06313,"V.BOLA 3/4"" M-H Colectores y equipos de","v.bola 3/4"" m-h colectores y equipos de",radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-09444,V09444,RacorPro derechas Componentes de radiador ACC - Accesorios de unión,racorpro derechas componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,V-10041,V10041,RacorPro izquierdas Componentes de radiador ACC - Accesorios de unión,racorpro izquierdas componentes de radiador acc - accesorios de union,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,H-100,H1,Bisel decorativo en acero para difusores 100 mm Conductos DIF - Difusores,bisel decorativo en acero para difusores 100 mm conductos dif - difusores,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,H-125,H125,Bisel decorativo en acero para difusores 125 mm Conductos DIF - Difusores,bisel decorativo en acero para difusores 125 mm conductos dif - difusores,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,P-100,P1,Bisel decorativo en blanco para difusores 100 mm Conductos DIF - Difusores,bisel decorativo en blanco para difusores 100 mm conductos dif - difusores,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
orkli,P-125,P125,Bisel decorativo en blanco para difusores 125 mm Conductos DIF - Difusores,bisel decorativo en blanco para difusores 125 mm conductos dif - difusores,radiador,,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7,https://www.orkli.com/documents/26715/76863/ORKLI%2BTARIFA%2B2025/eb336f3b-6f15-48c4-a766-4333dc7d33a7
